Observation id,Observation date,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
nest	QA09	20180815	12,2018-08-15 12:00:27,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QA/QA09/05_nestQA09_1_20180815_123435.avi,3601.280,25.0,Queen,broodmanipulate,,,STATE,0.000,114.549,114.549,,
nest	QA09	20180819	18,2018-08-19 18:00:13,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QA/QA09/05_nestQA09_1_20180819_181414.avi,2259.040,25.0,Queen,feedsbrood,,,POINT,38.205,38.205,NA,,
nest	QA09	20180815	12,2018-08-15 12:00:27,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QA/QA09/05_nestQA09_1_20180815_123435.avi,3601.280,25.0,Queen,incubate,,,STATE,114.550,248.376,133.826,,
nest	QA09	20180814	12,2018-08-14 12:00:28,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QA/QA09/05_nestQA09_1_20180814_120504.avi,2297.480,25.0,Queen,feedsbrood,,,POINT,158.480,158.480,NA,,
nest	QA09	20180819	7,2018-08-19 07:00:55,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QA/QA09/05_nestQA09_1_20180819_071238.avi,2437.360,25.0,Queen,feedsbrood,,,POINT,233.573,233.573,NA,,
nest	QA09	20180815	12,2018-08-15 12:00:27,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QA/QA09/05_nestQA09_1_20180815_123435.avi,3601.280,25.0,Queen,waxmanipulate,,,STATE,248.377,253.702,5.325,,
nest	QA09	20180815	12,2018-08-15 12:00:27,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QA/QA09/05_nestQA09_1_20180815_123435.avi,3601.280,25.0,Queen,broodmanipulate,,,STATE,253.703,300.028,46.325,,
nest	QA09	20180819	7,2018-08-19 07:00:55,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QA/QA09/05_nestQA09_1_20180819_071238.avi,2437.360,25.0,Queen,feedsbrood,,,POINT,254.008,254.008,NA,,
nest	QA09	20180813	19,2018-08-13 19:00:05,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QA/QA09/05_nestQA09_1_20180813_191914.avi,1501.720,25.0,Queen,feedsbrood,,,POINT,276.570,276.570,NA,,
nest	QA09	20180815	12,2018-08-15 12:00:27,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QA/QA09/05_nestQA09_1_20180815_123435.avi,3601.280,25.0,Queen,end,,,POINT,300.029,300.029,NA,,
for	QA09	20180821	6,2018-08-21 06:00:33,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QA/QA09/05_forQA09_1_20180821_064734.avi,2985.640,25.0,Queen,nectarforaging,,,STATE,439.127,544.294,105.167,,
for	QA09	20180821	6,2018-08-21 06:00:33,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/QA/QA09/05_forQA09_1_20180821_064734.avi,2985.640,25.0,Queen,nectarforaging,,,STATE,934.397,955.071,20.674,,
